category,quantity,storage,prep_hour,temp,humidity,safe_hours
Packaged,7,Room,4,15,33,45.74
Cooked,10,Room,11,22,59,4.24
Cooked,2,Freezer,22,20,40,14.0
Cooked,7,Room,4,5,48,7.06
Bakery,7,Freezer,17,39,76,19.0
Packaged,9,Fridge,11,30,78,24.54
Bakery,9,Room,15,13,81,9.24
Cooked,6,Freezer,9,12,68,14.03
Bakery,5,Fridge,11,6,50,33.52
Cooked,7,Room,20,14,58,7.68
Packaged,5,Room,12,20,39,33.57
Cooked,5,Fridge,15,30,59,6.65
Bakery,8,Room,4,31,33,11.8
Cooked,2,Freezer,9,28,33,13.83
Bakery,7,Freezer,2,23,52,40.5
Packaged,1,Fridge,15,9,52,69.76
Bakery,3,Freezer,0,11,39,57.86
Packaged,1,Fridge,0,37,43,40.81
Bakery,8,Room,12,26,81,10.81
Bakery,6,Freezer,9,28,33,49.03
Packaged,8,Room,15,32,78,18.58
Packaged,10,Freezer,16,9,39,133.28
Bakery,8,Fridge,23,22,39,23.98
Cooked,10,Room,12,22,55,4.15
Cooked,1,Fridge,4,17,56,10.67
Bakery,7,Room,17,21,88,9.12
Cooked,1,Room,8,35,80,1.91
Bakery,8,Room,3,10,72,14.31
Bakery,6,Freezer,15,21,66,29.58
Packaged,6,Fridge,16,14,72,50.52
Packaged,9,Freezer,21,22,81,48.13
Cooked,1,Room,13,35,47,3.66
Packaged,8,Fridge,23,30,33,49.1
Bakery,2,Fridge,4,40,44,21.14
Cooked,8,Room,4,11,74,4.99
Bakery,7,Fridge,13,26,49,19.67
Cooked,8,Freezer,21,9,79,10.99
Cooked,7,Fridge,13,14,56,9.1
Cooked,6,Fridge,3,24,45,8.12
Bakery,10,Fridge,6,30,57,18.56
Bakery,10,Room,5,26,40,15.97
Packaged,2,Fridge,3,10,35,84.22
Cooked,9,Room,13,36,87,1.72
Packaged,3,Freezer,1,5,60,74.12
Cooked,6,Fridge,21,27,72,6.87
Cooked,5,Room,10,11,32,10.19
Cooked,10,Room,0,17,80,2.97
Bakery,2,Fridge,8,23,69,24.09
Cooked,5,Freezer,4,9,59,17.65
Bakery,9,Room,3,36,68,7.65
Bakery,7,Room,10,15,74,14.64
Bakery,9,Fridge,9,23,71,20.39
Bakery,4,Fridge,9,25,43,22.45
Cooked,3,Freezer,1,10,33,18.41
Cooked,2,Room,14,13,39,9.22
Bakery,6,Fridge,18,20,75,19.5
Bakery,9,Room,23,24,89,11.06
Bakery,1,Freezer,11,15,55,38.71
Cooked,1,Room,8,29,41,7.14
Bakery,7,Freezer,22,25,58,29.66
Bakery,7,Freezer,21,25,88,25.61
Packaged,1,Room,5,21,56,30.93
Bakery,1,Room,4,20,62,14.84
Bakery,3,Room,13,7,79,14.52
Bakery,6,Freezer,19,28,51,28.07
Bakery,4,Freezer,6,14,51,46.24
Packaged,9,Freezer,8,38,55,57.74
Packaged,10,Freezer,6,32,79,46.34
Cooked,10,Fridge,17,23,64,8.15
Bakery,5,Room,10,6,56,23.37
Cooked,7,Fridge,14,19,89,5.28
Packaged,8,Room,8,24,87,22.75
Cooked,10,Room,8,30,46,2.39
Cooked,4,Room,14,20,55,3.77
Cooked,5,Room,17,39,90,2.39
Packaged,5,Freezer,19,8,61,98.53
Cooked,9,Freezer,9,12,84,7.03
Bakery,6,Freezer,5,39,71,17.49
Packaged,2,Fridge,10,20,90,35.18
Cooked,5,Room,5,23,72,3.72
Cooked,4,Fridge,23,15,53,7.12
Bakery,9,Fridge,22,40,70,10.57
Cooked,1,Room,7,9,79,7.53
Bakery,2,Room,14,26,37,20.96
Packaged,9,Fridge,3,35,72,28.49
Cooked,2,Fridge,11,16,54,12.09
Packaged,1,Fridge,19,10,34,66.13
Bakery,9,Room,22,39,42,10.8
Packaged,1,Fridge,10,29,80,39.71
Cooked,7,Freezer,6,15,42,14.68
Bakery,2,Freezer,23,19,83,30.72
Bakery,8,Freezer,12,25,71,26.25
Cooked,8,Room,6,5,66,5.15
Packaged,6,Fridge,13,5,50,79.11
Cooked,2,Room,19,38,65,3.84
Packaged,8,Room,15,40,65,20.15
Bakery,10,Room,1,25,45,14.02
Bakery,1,Fridge,3,8,90,21.26
Cooked,5,Freezer,12,14,47,12.54
Bakery,9,Room,11,9,61,15.38
Bakery,1,Fridge,0,23,50,22.87
Cooked,9,Room,19,11,53,4.43
Bakery,6,Fridge,3,16,66,19.71
Cooked,1,Room,8,24,83,4.51
Packaged,9,Room,18,39,49,26.4
Packaged,2,Fridge,12,7,49,86.0
Bakery,6,Room,8,8,38,21.45
Packaged,2,Room,15,7,60,44.15
Bakery,2,Freezer,8,15,67,42.24
Cooked,6,Room,5,16,71,6.42
Packaged,1,Room,15,18,76,36.81
Cooked,9,Freezer,7,31,30,10.75
Bakery,4,Freezer,15,40,45,20.95
Cooked,7,Freezer,6,38,48,7.41
Bakery,7,Freezer,18,23,47,31.49
Cooked,7,Freezer,8,36,30,13.08
Bakery,4,Freezer,23,21,74,24.86
Cooked,10,Freezer,3,20,38,15.36
Cooked,1,Room,23,9,73,5.93
Cooked,2,Fridge,18,5,71,7.61
Cooked,1,Freezer,13,11,51,12.02
Cooked,2,Room,11,25,56,5.35
Packaged,5,Freezer,14,17,84,60.13
Cooked,6,Fridge,6,20,61,6.5
Bakery,1,Fridge,8,5,57,35.32
Cooked,8,Room,16,23,43,4.98
Bakery,5,Room,8,16,57,21.44
Bakery,2,Freezer,18,34,52,24.54
Cooked,4,Fridge,22,22,83,5.41
Bakery,3,Fridge,15,19,58,34.99
Cooked,8,Room,12,19,90,4.08
Packaged,2,Room,8,28,63,26.25
Cooked,9,Fridge,9,30,31,4.63
Cooked,5,Room,8,20,78,5.79
Packaged,10,Freezer,16,16,70,64.44
Packaged,3,Room,0,25,79,30.82
Packaged,10,Fridge,10,5,60,45.31
Cooked,5,Freezer,23,32,46,9.66
Bakery,4,Freezer,20,30,72,24.01
Packaged,10,Freezer,11,11,54,79.74
Cooked,6,Room,1,26,52,5.36
Cooked,6,Freezer,15,19,57,18.03
Cooked,2,Freezer,3,13,44,13.85
Cooked,8,Room,13,39,77,2.11
Packaged,8,Freezer,22,13,44,91.44
Cooked,2,Fridge,1,21,30,13.4
Bakery,5,Room,20,33,87,6.6
Bakery,10,Room,3,10,81,10.17
Packaged,4,Freezer,1,35,74,39.56
Cooked,1,Freezer,15,18,80,9.15
Bakery,2,Room,16,19,89,13.49
Cooked,6,Fridge,11,33,65,5.19
Cooked,2,Freezer,20,6,72,11.76
Cooked,4,Room,23,7,76,4.79
Cooked,3,Room,9,34,33,5.33
Cooked,3,Freezer,1,12,76,14.78
Cooked,5,Fridge,21,32,39,7.87
Cooked,7,Fridge,0,15,53,6.39
Cooked,7,Freezer,3,10,78,8.39
Cooked,7,Room,3,32,44,4.26
Cooked,9,Fridge,22,40,86,3.96
Packaged,6,Freezer,14,15,83,67.28
Packaged,10,Freezer,6,33,57,42.65
Bakery,6,Fridge,8,18,89,20.27
Cooked,7,Room,9,29,79,4.4
Cooked,2,Freezer,22,13,87,6.72
Packaged,9,Freezer,3,40,60,38.28
Packaged,3,Freezer,1,38,41,56.01
Cooked,4,Room,1,37,84,2.75
Cooked,9,Room,17,10,51,6.07
Cooked,5,Fridge,10,40,38,8.52
Cooked,8,Fridge,6,13,81,7.06
Packaged,2,Freezer,16,14,69,71.93
Bakery,9,Freezer,2,25,59,29.15
Bakery,1,Fridge,1,5,79,22.69
Packaged,1,Freezer,23,6,35,122.3
Packaged,10,Freezer,2,10,74,56.53
Cooked,9,Fridge,20,28,33,11.13
Packaged,1,Freezer,23,14,52,86.46
Packaged,9,Room,20,23,78,23.79
Cooked,9,Room,4,39,60,2.49
Packaged,3,Room,5,23,62,30.04
Cooked,7,Fridge,15,7,62,8.32
Cooked,10,Room,1,5,72,4.63
Cooked,6,Fridge,20,26,35,8.92
Packaged,9,Fridge,4,30,54,34.92
Cooked,3,Fridge,8,37,44,7.98
Bakery,1,Freezer,11,24,82,21.64
Packaged,1,Fridge,17,7,70,59.12
Bakery,4,Room,13,40,59,12.47
Cooked,9,Freezer,5,13,34,11.14
Cooked,7,Room,8,38,37,5.68
Packaged,1,Freezer,8,21,84,55.86
Packaged,8,Fridge,7,38,42,32.96
Cooked,2,Freezer,12,22,45,9.86
Cooked,7,Room,19,23,76,3.35
Packaged,5,Freezer,13,24,40,61.68
Bakery,3,Freezer,11,38,57,23.11
Bakery,2,Fridge,14,7,82,21.86
Packaged,3,Fridge,11,28,78,39.38
Cooked,7,Room,7,28,51,5.53
Cooked,4,Fridge,23,6,72,6.61
Bakery,7,Fridge,8,23,62,19.98
Packaged,1,Freezer,7,11,53,83.79
Packaged,9,Freezer,5,22,51,77.8
Cooked,10,Fridge,22,8,73,9.3
Cooked,1,Fridge,9,20,43,11.33
Cooked,4,Fridge,16,21,67,5.93
Packaged,7,Room,23,19,81,21.49
Cooked,2,Room,22,34,63,3.19
Cooked,1,Freezer,19,17,45,15.88
Packaged,4,Freezer,15,18,38,102.95
Bakery,1,Room,13,7,76,15.55
Cooked,9,Freezer,15,25,54,8.34
Packaged,9,Fridge,23,38,87,17.79
Cooked,1,Room,0,11,51,8.06
Cooked,3,Freezer,19,38,89,3.87
Packaged,6,Fridge,15,36,46,39.12
Packaged,7,Room,0,18,55,36.56
Bakery,1,Room,2,24,68,11.48
Cooked,10,Freezer,9,11,64,8.89
Cooked,9,Fridge,15,26,83,3.46
Cooked,4,Fridge,5,15,90,5.12
Packaged,3,Freezer,2,20,58,71.7
Bakery,2,Fridge,2,21,89,13.52
Packaged,5,Freezer,4,38,64,41.15
Packaged,6,Room,20,6,79,41.16
Cooked,7,Fridge,13,32,80,4.26
Packaged,2,Freezer,3,13,57,102.35
Cooked,4,Room,1,38,86,2.06
Bakery,10,Fridge,2,6,54,26.22
Bakery,6,Room,23,18,36,27.15
Cooked,6,Fridge,11,8,82,6.85
Packaged,7,Room,18,11,61,32.44
Bakery,9,Fridge,20,14,69,18.73
Packaged,5,Fridge,23,7,37,75.6
Packaged,9,Room,14,17,51,34.3
Bakery,9,Freezer,23,38,38,27.59
Cooked,6,Room,19,12,33,5.54
Bakery,1,Fridge,19,8,62,27.04
Packaged,2,Freezer,9,23,66,55.87
Cooked,8,Freezer,8,15,55,15.64
Packaged,10,Freezer,20,31,79,41.23
Bakery,5,Freezer,17,34,35,36.09
Bakery,9,Room,11,29,70,14.96
Cooked,6,Room,18,11,48,4.28
Packaged,10,Fridge,19,17,41,63.57
Cooked,4,Room,9,14,79,6.81
Bakery,9,Freezer,1,31,69,20.88
Packaged,3,Fridge,12,12,59,68.3
Cooked,8,Freezer,5,18,49,13.91
Packaged,9,Room,19,19,50,39.84
Packaged,4,Fridge,16,13,72,56.37
Cooked,1,Fridge,11,31,86,4.47
Cooked,10,Freezer,19,32,51,5.39
Cooked,10,Fridge,11,39,73,3.27
Packaged,2,Fridge,17,29,66,41.53
Bakery,2,Freezer,6,5,65,41.15
Bakery,3,Room,6,38,50,12.42
Cooked,4,Fridge,8,30,64,3.63
Packaged,9,Fridge,8,7,84,34.66
Cooked,4,Fridge,0,5,72,11.28
Bakery,7,Freezer,12,9,33,47.64
Bakery,4,Freezer,2,10,72,29.58
Packaged,1,Fridge,1,9,54,75.63
Packaged,5,Freezer,2,23,70,63.65
Packaged,1,Fridge,14,31,79,27.02
Packaged,4,Freezer,18,33,71,41.88
Cooked,6,Room,7,22,47,3.7
Bakery,8,Fridge,19,23,55,20.19
Packaged,3,Fridge,23,30,78,34.45
Packaged,10,Room,4,27,31,39.1
Cooked,8,Freezer,23,35,89,4.88
Cooked,10,Room,22,9,79,6.53
Cooked,9,Fridge,21,39,46,3.88
Cooked,4,Room,14,19,35,10.05
Bakery,3,Fridge,6,27,88,20.19
Cooked,9,Fridge,2,34,30,5.25
Cooked,2,Freezer,2,15,30,16.25
Cooked,4,Fridge,16,25,38,9.93
Packaged,6,Freezer,12,12,42,76.61
Cooked,9,Freezer,9,24,46,12.12
Packaged,10,Room,10,8,39,59.16
Bakery,1,Freezer,3,32,47,24.69
Cooked,8,Room,6,21,83,2.52
Bakery,2,Freezer,4,34,77,24.29
Packaged,3,Freezer,5,9,30,144.69
Packaged,8,Room,18,39,82,13.11
Packaged,5,Room,16,31,40,24.99
Bakery,8,Freezer,23,33,44,27.19
Cooked,4,Freezer,3,37,41,8.94
Bakery,1,Fridge,10,19,66,27.19
Packaged,8,Room,22,39,76,19.49
Bakery,2,Freezer,14,35,74,17.31
Bakery,7,Room,16,14,85,13.61
Bakery,7,Room,17,14,35,23.8
Cooked,4,Room,20,27,50,6.29
Cooked,6,Fridge,0,26,64,8.69
Cooked,5,Freezer,12,14,76,8.03
Packaged,2,Room,18,13,50,42.97
Bakery,1,Freezer,17,39,79,23.61
Cooked,10,Fridge,19,39,48,6.37
Cooked,3,Room,1,26,81,2.57
Packaged,4,Freezer,21,39,57,64.6
Packaged,5,Freezer,16,23,71,52.01
Packaged,10,Fridge,16,40,70,22.13
Cooked,6,Fridge,14,39,62,4.46
Cooked,8,Freezer,2,27,89,5.93
Packaged,8,Fridge,12,35,42,35.19
Packaged,1,Room,19,33,47,24.62
Cooked,2,Freezer,23,34,61,7.7
Bakery,9,Fridge,4,32,62,13.06
Cooked,6,Room,16,17,61,6.68
Cooked,9,Freezer,10,38,30,8.94
Cooked,4,Freezer,11,8,74,11.34
Cooked,6,Freezer,12,29,76,10.38
Packaged,10,Fridge,1,6,73,43.89
Bakery,3,Freezer,23,26,84,23.21
Bakery,9,Room,12,34,67,8.31
Cooked,10,Fridge,9,16,70,5.85
Cooked,9,Freezer,23,22,80,6.88
Cooked,9,Room,18,11,51,5.59
Bakery,6,Room,5,39,78,8.51
Bakery,6,Room,12,15,66,12.87
Packaged,4,Room,10,38,68,21.96
Bakery,4,Room,16,11,65,17.02
Bakery,1,Fridge,20,36,63,13.32
Bakery,6,Freezer,0,25,78,28.67
Packaged,5,Fridge,7,5,42,64.81
Packaged,9,Room,18,9,89,32.25
Bakery,8,Freezer,5,8,42,47.5
Packaged,10,Fridge,7,22,80,25.33
Bakery,7,Room,9,10,50,16.83
Cooked,6,Fridge,6,11,43,10.86
Bakery,4,Freezer,13,35,76,24.05
Packaged,4,Room,13,33,84,14.87
Cooked,5,Freezer,4,11,48,18.26
Cooked,6,Room,5,34,54,4.12
Cooked,10,Freezer,16,35,65,4.44
Packaged,8,Room,0,22,53,28.11
Packaged,9,Freezer,11,30,40,57.75
Bakery,7,Freezer,13,8,50,55.59
Packaged,7,Freezer,14,39,58,47.13
Cooked,8,Room,22,26,62,3.77
Packaged,5,Freezer,17,26,76,63.21
Bakery,10,Fridge,9,16,62,17.63
Packaged,2,Room,22,32,51,20.63
Cooked,1,Room,4,24,53,6.46
Packaged,4,Freezer,2,20,38,98.37
Cooked,6,Fridge,2,18,30,9.98
Bakery,9,Room,6,32,65,9.64
Packaged,5,Room,9,23,84,22.73
Packaged,7,Fridge,18,36,39,42.28
Packaged,7,Room,14,33,76,22.17
Packaged,3,Fridge,23,5,38,82.37
Packaged,3,Freezer,11,23,43,92.96
Cooked,4,Freezer,5,39,81,6.84
Packaged,4,Room,2,13,42,42.27
Packaged,5,Room,19,10,33,45.52
Cooked,9,Room,7,31,46,3.61
Cooked,9,Freezer,14,27,31,14.0
Bakery,9,Fridge,22,10,72,21.07
Cooked,8,Fridge,14,25,46,9.22
Bakery,5,Freezer,15,13,54,35.66
Packaged,6,Room,4,10,62,35.37
Packaged,8,Freezer,12,40,45,55.49
Bakery,9,Room,5,33,37,13.92
Cooked,8,Room,21,18,42,5.84
Packaged,4,Freezer,18,16,83,67.85
Bakery,3,Room,4,18,77,15.2
Cooked,7,Room,10,9,70,5.04
Packaged,3,Freezer,7,15,50,96.16
Packaged,10,Room,17,18,50,37.48
Bakery,7,Fridge,3,36,76,14.4
Packaged,8,Freezer,7,15,81,51.95
Cooked,10,Room,10,21,85,2.77
Bakery,2,Freezer,5,33,68,24.62
Packaged,1,Fridge,5,16,58,52.75
Cooked,4,Fridge,21,34,78,4.82
Bakery,2,Freezer,6,36,75,25.29
Bakery,10,Room,17,38,45,8.95
Cooked,2,Freezer,4,28,55,14.76
Packaged,9,Room,6,16,32,51.63
Bakery,8,Freezer,19,34,63,19.54
Packaged,6,Fridge,21,18,74,51.61
Packaged,9,Fridge,11,16,45,59.03
Bakery,1,Room,6,6,47,29.02
Cooked,2,Fridge,18,25,37,10.2
Bakery,4,Room,23,10,31,26.24
Packaged,3,Freezer,23,27,72,51.03
Bakery,8,Room,8,37,42,8.9
Cooked,10,Room,13,35,35,3.46
Packaged,2,Fridge,19,12,39,72.22
Packaged,3,Room,3,18,40,34.89
Packaged,8,Freezer,13,34,78,43.26
Cooked,10,Room,23,10,37,5.22
Bakery,3,Room,5,7,37,29.3
Cooked,3,Fridge,23,26,72,7.99
Packaged,4,Fridge,6,18,32,66.94
Cooked,7,Fridge,10,18,64,5.01
Cooked,5,Fridge,16,11,39,13.51
Bakery,2,Room,2,23,31,23.65
Packaged,9,Fridge,4,26,85,25.41
Packaged,3,Fridge,4,23,54,45.74
Packaged,6,Room,11,29,83,24.76
Packaged,1,Freezer,6,27,38,108.41
Packaged,1,Fridge,3,19,59,54.0
Bakery,7,Room,11,40,50,11.48
Bakery,3,Fridge,6,6,46,41.64
Packaged,1,Room,4,35,89,13.81
Cooked,10,Fridge,5,35,44,5.56
Bakery,3,Room,19,8,58,25.46
Cooked,7,Fridge,18,6,56,8.9
Cooked,9,Fridge,20,11,51,7.88
Cooked,1,Freezer,7,23,32,13.0
Cooked,10,Room,11,30,61,2.98
Packaged,6,Fridge,13,24,69,33.82
Bakery,6,Freezer,11,23,57,41.54
Cooked,8,Fridge,3,13,83,7.14
Bakery,1,Fridge,3,7,65,23.1
Cooked,2,Freezer,1,18,31,21.28
Packaged,9,Fridge,7,11,58,53.69
Cooked,3,Fridge,13,38,32,7.43
Packaged,6,Room,14,11,39,48.84
Packaged,6,Room,22,8,59,38.41
Packaged,7,Room,14,11,45,31.71
Packaged,6,Room,2,8,82,34.38
Bakery,5,Freezer,15,24,42,41.53
Cooked,4,Room,0,6,66,5.83
Bakery,9,Freezer,21,27,58,33.13
Bakery,5,Freezer,15,6,43,41.11
Cooked,4,Fridge,21,17,68,7.28
Bakery,7,Fridge,12,32,82,9.28
Bakery,2,Freezer,16,20,83,20.95
Bakery,1,Room,1,22,55,17.06
Cooked,6,Fridge,20,6,78,6.3
Cooked,8,Room,18,36,72,2.89
Bakery,1,Room,23,21,67,12.52
Packaged,10,Room,22,22,66,20.43
Cooked,2,Freezer,10,16,32,14.79
Packaged,1,Freezer,18,24,71,73.59
Bakery,10,Fridge,16,36,70,11.27
Cooked,8,Room,18,33,73,2.21
Bakery,10,Fridge,17,23,36,26.45
Bakery,3,Room,6,36,48,14.45
Bakery,10,Fridge,8,20,44,26.33
Bakery,3,Fridge,6,37,72,15.02
Bakery,10,Freezer,3,33,81,12.01
Packaged,3,Fridge,13,13,31,65.66
Cooked,8,Freezer,17,15,36,11.64
Cooked,1,Room,20,21,36,8.75
Packaged,4,Room,11,37,68,19.78
Packaged,3,Fridge,3,10,58,73.21
Packaged,9,Freezer,20,23,89,49.38
Cooked,9,Room,12,21,49,5.31
Cooked,8,Room,11,38,62,3.42
Cooked,8,Freezer,16,28,58,14.97
Packaged,1,Room,0,21,64,24.19
Bakery,8,Fridge,21,10,83,20.46
Cooked,10,Fridge,2,24,68,5.73
Packaged,2,Freezer,5,37,87,36.41
Packaged,3,Fridge,19,32,65,34.94
Cooked,7,Fridge,18,35,72,4.92
Bakery,10,Room,11,19,75,11.69
Cooked,7,Freezer,3,27,57,8.22
Packaged,4,Freezer,5,36,48,58.07
Packaged,9,Freezer,7,26,76,54.29
Cooked,10,Fridge,21,30,41,4.62
Cooked,7,Freezer,22,23,83,8.24
Bakery,4,Freezer,23,21,89,25.4
Cooked,8,Fridge,16,24,39,6.75
Cooked,9,Room,10,11,54,4.55
Bakery,4,Freezer,20,31,47,26.55
Cooked,9,Room,18,19,47,6.11
Packaged,9,Freezer,7,7,86,61.02
Bakery,8,Fridge,4,38,58,17.39
Cooked,1,Fridge,19,9,35,12.45
Cooked,10,Room,23,20,52,5.65
Packaged,3,Freezer,6,31,36,59.1
Bakery,7,Freezer,0,26,41,43.02
Cooked,6,Fridge,17,37,36,6.42
Packaged,3,Room,11,22,78,26.38
Cooked,2,Fridge,19,11,57,8.82
Cooked,5,Room,8,6,80,5.09
Bakery,8,Room,23,35,87,8.53
Packaged,9,Room,4,21,68,26.35
Packaged,1,Freezer,17,39,88,40.37
Bakery,9,Fridge,4,11,47,21.84
Bakery,9,Fridge,3,19,83,16.11
Cooked,7,Fridge,8,39,57,6.08
Packaged,4,Freezer,22,30,74,45.49
Bakery,9,Fridge,12,24,74,21.94
Cooked,6,Fridge,18,21,50,9.85
Cooked,2,Room,19,13,76,5.71
Cooked,8,Room,11,20,74,5.43
Packaged,6,Room,3,9,60,30.64
Packaged,1,Freezer,7,39,78,50.45
Bakery,7,Room,10,20,56,19.52
Packaged,2,Room,16,21,50,34.52
Cooked,8,Fridge,0,8,31,13.64
Packaged,5,Freezer,4,24,63,72.56
Bakery,1,Room,9,29,54,19.17
Bakery,9,Freezer,19,32,57,23.95
Cooked,7,Fridge,8,15,30,13.49
Bakery,7,Fridge,11,36,78,13.19
Packaged,10,Room,14,24,79,23.65
Cooked,9,Room,19,6,57,5.28
Bakery,7,Fridge,12,13,84,19.14
Bakery,5,Fridge,1,11,55,30.41
Packaged,6,Freezer,7,8,30,131.1
Packaged,3,Fridge,5,12,41,53.18
Cooked,7,Fridge,15,35,49,5.27
Bakery,2,Freezer,12,6,36,50.59
Bakery,2,Freezer,2,28,88,30.21
Packaged,9,Fridge,16,29,33,46.85
Packaged,2,Room,15,38,55,25.27
Bakery,3,Freezer,6,10,41,45.0
Bakery,1,Fridge,8,33,38,27.25
Bakery,3,Fridge,20,32,34,18.26
Cooked,1,Room,6,38,46,3.39
Bakery,4,Fridge,13,27,74,21.1
Bakery,1,Freezer,14,40,52,33.05
Packaged,6,Room,8,37,41,22.07
Cooked,9,Freezer,22,19,62,9.27
Bakery,5,Fridge,1,7,73,32.3
Bakery,6,Fridge,9,34,51,19.03
Cooked,2,Room,4,17,39,10.36
Bakery,9,Fridge,19,36,73,15.64
Packaged,8,Room,14,30,78,16.31
Packaged,3,Fridge,15,15,31,64.99
Packaged,7,Freezer,21,15,82,45.76
Bakery,1,Fridge,20,39,33,25.33
Cooked,7,Freezer,7,7,46,14.13
Packaged,1,Room,12,19,50,46.2
Packaged,5,Room,19,19,51,45.44
Bakery,1,Room,22,11,62,13.19
Bakery,8,Fridge,16,23,62,22.43
Bakery,3,Fridge,8,21,46,30.56
Bakery,5,Fridge,13,8,82,22.22
Packaged,2,Fridge,15,18,58,67.88
Packaged,1,Room,20,25,45,39.06
Cooked,9,Room,14,37,62,3.22
Packaged,7,Freezer,19,32,67,41.81
Cooked,10,Freezer,1,24,50,11.08
Packaged,8,Room,3,22,83,21.02
Cooked,7,Fridge,7,7,81,5.13
Packaged,9,Freezer,23,29,75,51.44
Bakery,4,Room,17,19,67,15.22
Packaged,4,Room,18,11,39,57.9
Packaged,9,Freezer,15,6,55,112.52
Cooked,4,Freezer,5,38,85,5.7
Cooked,10,Freezer,17,18,40,9.86
Cooked,1,Room,5,19,41,8.56
Cooked,9,Room,12,34,57,3.34
Cooked,9,Room,20,40,88,2.84
Bakery,7,Freezer,3,5,65,31.19
Bakery,6,Room,12,10,48,15.17
Packaged,9,Room,9,25,71,23.29
Cooked,9,Freezer,1,35,47,7.57
Packaged,3,Freezer,6,25,49,75.91
Packaged,2,Fridge,1,5,42,80.53
Cooked,7,Fridge,5,5,53,13.18
Bakery,10,Fridge,12,33,83,8.47
Cooked,1,Freezer,13,32,87,6.58
Bakery,2,Fridge,2,5,87,24.49
Bakery,2,Fridge,22,10,75,27.74
Cooked,1,Fridge,14,39,50,4.55
Packaged,5,Freezer,19,35,32,64.69
Cooked,9,Fridge,6,32,56,5.62
Bakery,3,Freezer,12,39,76,21.81
Packaged,3,Fridge,12,34,80,19.7
Cooked,7,Freezer,17,40,63,8.37
Packaged,8,Room,16,36,80,15.7
Bakery,6,Room,18,32,41,10.77
Cooked,8,Freezer,12,6,74,13.34
Cooked,2,Room,4,32,86,3.0
Bakery,9,Fridge,18,40,83,12.39
Bakery,5,Room,2,40,84,5.91
Packaged,3,Fridge,2,34,53,35.13
Bakery,8,Room,15,34,48,12.1
Packaged,3,Freezer,15,23,54,82.01
Cooked,9,Room,21,40,39,3.72
Packaged,10,Freezer,12,13,57,73.1
Cooked,10,Room,15,26,62,4.32
Bakery,5,Room,23,28,47,19.73
Cooked,6,Freezer,21,23,53,11.9
Cooked,7,Fridge,16,13,30,13.67
Cooked,6,Room,15,5,75,6.19
Packaged,2,Room,20,30,44,29.79
Bakery,5,Fridge,1,34,40,15.24
Cooked,8,Fridge,5,37,40,7.09
Packaged,5,Fridge,0,8,35,83.8
Packaged,3,Freezer,5,21,75,61.84
Cooked,7,Room,2,29,90,4.5
Bakery,8,Room,2,8,80,12.98
Packaged,1,Freezer,2,12,66,70.93
Cooked,3,Freezer,14,11,82,10.41
Bakery,7,Room,2,7,77,16.34
Bakery,10,Room,4,17,32,16.73
Cooked,10,Fridge,10,5,30,16.17
Bakery,2,Freezer,16,24,65,33.62
Packaged,4,Fridge,20,14,81,40.59
Bakery,10,Fridge,17,18,85,19.88
Bakery,10,Room,8,22,60,13.69
Bakery,2,Freezer,19,37,89,14.69
Bakery,5,Room,17,10,43,22.57
Packaged,1,Room,8,26,32,38.19
Packaged,10,Freezer,12,19,73,56.34
Bakery,4,Fridge,23,28,58,22.63
Cooked,3,Fridge,13,38,33,6.77
Bakery,7,Freezer,1,32,58,21.43
Packaged,5,Room,9,39,62,17.06
Bakery,6,Room,7,29,88,12.92
Packaged,7,Fridge,4,39,33,39.43
Cooked,8,Fridge,8,8,55,9.69
Packaged,6,Fridge,2,28,55,44.21
Packaged,1,Room,19,7,64,46.86
Bakery,1,Room,15,24,76,11.21
Packaged,4,Room,3,10,36,47.92
Packaged,2,Fridge,19,6,39,82.33
Bakery,8,Freezer,21,29,33,45.29
Cooked,1,Room,12,28,88,3.16
Bakery,2,Freezer,21,16,30,62.27
Packaged,3,Room,14,25,80,26.01
Packaged,1,Fridge,0,15,85,40.05
Packaged,2,Room,10,12,51,37.06
Packaged,6,Room,20,21,58,35.95
Packaged,1,Fridge,14,23,32,78.61
Bakery,8,Room,22,17,84,9.89
Packaged,1,Freezer,11,28,71,52.74
Cooked,2,Freezer,1,5,55,14.84
Packaged,4,Freezer,9,5,43,112.65
Packaged,1,Room,8,27,38,52.09
Cooked,1,Fridge,16,23,34,7.6
Bakery,10,Freezer,3,19,71,28.72
Packaged,3,Freezer,17,27,52,86.98
Cooked,10,Fridge,10,14,32,9.58
Cooked,1,Room,13,36,66,4.28
Cooked,1,Freezer,12,32,90,7.55
Packaged,2,Room,17,29,75,28.39
Bakery,4,Room,15,37,47,12.87
Cooked,4,Freezer,21,17,66,14.07
Bakery,6,Freezer,7,6,30,55.59
Bakery,3,Fridge,10,25,30,27.06
Packaged,1,Fridge,2,36,43,46.31
Bakery,3,Fridge,12,16,48,24.46
Packaged,3,Fridge,18,8,70,50.75
Packaged,3,Freezer,7,19,49,84.48
Cooked,1,Room,23,7,66,4.42
Bakery,1,Freezer,11,20,30,49.66
Packaged,7,Freezer,16,21,45,59.48
Cooked,7,Room,12,33,44,4.5
Packaged,5,Room,21,26,89,26.26
Bakery,9,Freezer,17,33,50,27.78
Cooked,3,Room,18,32,49,3.12
Cooked,4,Room,13,16,81,2.83
